Date,Country,PageViews,UniqueVisitors,AvgSessionDuration
2011-02-01,Sweden,1576,1116,3.64
2011-02-01,United Kingdom,1554,639,1.39
2011-02-01,United Kingdom,1902,1366,1.31
2011-02-01,United Kingdom,2686,2051,2.27
2011-02-01,United Kingdom,512,388,2.44
2011-02-01,United Kingdom,1711,923,2.83
2011-02-01,United Kingdom,1266,748,3.94
2011-02-02,United Kingdom,1052,622,2.5
2011-02-02,United Kingdom,3022,1560,4.12
2011-02-02,France,1777,1413,4.4
2011-02-02,United Kingdom,731,363,4.12
2011-02-02,United Kingdom,536,280,1.24
2011-02-02,Germany,1370,901,1.96
2011-02-02,Germany,1467,755,1.48
2011-02-02,United Kingdom,2280,1509,1.14
2011-02-02,United Kingdom,962,541,3.17
2011-02-02,United Kingdom,1709,932,2.66
2011-02-02,United Kingdom,2242,1622,1.69
2011-02-02,United Kingdom,518,309,3.68
2011-02-02,United Kingdom,1202,586,3.84
2011-02-02,United Kingdom,572,383,1.92
2011-02-02,United Kingdom,1770,728,4.4
2011-02-02,United Kingdom,1425,1092,3.7
2011-02-02,United Kingdom,1795,834,1.98
2011-02-02,United Kingdom,2825,1377,3.4
2011-02-02,United Kingdom,1673,976,4.33
2011-02-02,United Kingdom,2731,2103,2.49
2011-02-02,United Kingdom,1158,801,2.33
2011-02-02,United Kingdom,1926,1357,1.82
2011-02-02,United Kingdom,743,522,3.26
2011-02-02,United Kingdom,1298,1008,2.25
2011-02-02,United Kingdom,2221,1011,4.43
2011-02-02,United Kingdom,2046,971,1.95
2011-02-02,United Kingdom,493,242,1.43
2011-02-02,United Kingdom,937,703,2.81
2011-02-02,United Kingdom,2348,1607,2.65
2011-02-02,United Kingdom,846,464,1.38
2011-02-02,United Kingdom,657,408,1.64
2011-02-02,United Kingdom,1144,697,2.14
2011-02-02,United Kingdom,1030,458,3.03
2011-02-02,United Kingdom,1982,1141,2.29
2011-02-02,United Kingdom,100,45,1.09
2011-02-02,United Kingdom,2256,1321,1.2
2011-02-02,United Kingdom,874,494,1.08
2011-02-02,United Kingdom,434,218,1.28
2011-02-02,United Kingdom,255,133,1.23
2011-02-02,United Kingdom,1688,917,4.09
2011-02-02,United Kingdom,430,330,2.9
2011-02-02,United Kingdom,500,341,4.21
2011-02-02,United Kingdom,1118,894,3.96
2011-02-02,United Kingdom,1191,584,2.36
2011-02-02,United Kingdom,1372,577,3.95
2011-02-02,United Kingdom,979,595,3.46
2011-02-02,EIRE,847,588,3.65
2011-02-02,United Kingdom,1382,692,1.25
2011-02-02,United Kingdom,1990,1197,1.97
2011-02-02,United Kingdom,809,551,2.95
2011-02-02,United Kingdom,2520,1377,3.67
2011-02-02,United Kingdom,929,504,1.8
2011-02-02,United Kingdom,2213,1567,3.15
2011-02-02,United Kingdom,962,609,2.34
2011-02-02,United Kingdom,1470,1007,3.43
2011-02-02,Austria,913,712,4.45
2011-02-02,United Kingdom,1005,684,1.24
2011-02-02,United Kingdom,389,297,2.96
2011-02-02,France,1603,945,3.17
2011-02-02,United Kingdom,2040,1521,3.99
2011-02-02,United Kingdom,2495,1226,3.42
2011-02-02,United Kingdom,2253,1106,3.93
2011-02-02,United Kingdom,1506,1086,3.33
2011-02-02,United Kingdom,1217,746,3.6
2011-02-02,United Kingdom,1520,1089,3.79
2011-02-02,Norway,2487,1264,1.04
2011-02-02,United Kingdom,2124,989,3.04
2011-02-02,United Kingdom,1994,1189,2.03
2011-02-02,United Kingdom,2429,1891,2.73
2011-02-02,United Kingdom,1611,1003,2.85
2011-02-02,United Kingdom,1721,901,3.4
2011-02-02,United Kingdom,1644,1263,3.48
2011-02-03,United Kingdom,2534,1160,2.94
2011-02-03,United Kingdom,802,544,1.6
2011-02-03,United Kingdom,100,53,4.37
2011-02-03,United Kingdom,1332,716,1.97
2011-02-03,Germany,949,422,2.54
2011-02-03,United Kingdom,1757,1397,1.04
2011-02-03,Germany,2541,1617,1.98
2011-02-03,United Kingdom,1632,898,2.7
2011-02-03,United Kingdom,1147,535,4.33
2011-02-03,United Kingdom,2094,1340,3.61
2011-02-03,United Kingdom,1720,752,1.12
2011-02-03,Spain,100,49,3.41
2011-02-03,Germany,1603,730,4.2
2011-02-03,United Kingdom,121,62,3.53
2011-02-03,United Kingdom,2326,1642,2.28
2011-02-03,United Kingdom,595,322,1.02
2011-02-03,United Kingdom,1443,969,2.32
2011-02-03,United Kingdom,100,66,2.61
2011-02-03,United Kingdom,2849,1901,3.77
2011-02-03,United Kingdom,2857,1799,3.2
2011-02-03,United Kingdom,2131,1661,3.09
2011-02-03,United Kingdom,2036,1514,1.69
2011-02-03,United Kingdom,141,75,4.23
2011-02-03,Netherlands,1172,563,1.09
2011-02-03,United Kingdom,1705,725,2.45
2011-02-03,United Kingdom,2140,1308,3.7
2011-02-03,United Kingdom,1642,938,2.26
2011-02-03,EIRE,2378,1858,4.36
2011-02-03,United Kingdom,2280,1632,1.3
2011-02-03,United Kingdom,1896,1418,3.75
2011-02-03,Belgium,2627,1328,1.97
2011-02-03,United Kingdom,2106,865,1.68
2011-02-03,United Kingdom,3770,2596,3.23
2011-02-03,Germany,1160,653,2.15
2011-02-03,United Kingdom,1435,968,3.25
2011-02-03,United Kingdom,2654,1161,3.47
2011-02-03,United Kingdom,1780,806,2.98
2011-02-03,United Kingdom,2716,1317,1.63
2011-02-03,United Kingdom,2420,1785,2.67
2011-02-03,United Kingdom,2198,1476,1.56
2011-02-03,United Kingdom,1939,1041,1.37
2011-02-03,United Kingdom,2060,1010,1.21
2011-02-03,United Kingdom,1986,913,1.85
2011-02-03,United Kingdom,1203,955,4.17
2011-02-03,United Kingdom,2051,1387,2.22
2011-02-03,United Kingdom,2276,1367,4.43
2011-02-03,United Kingdom,2115,1392,1.97
2011-02-03,United Kingdom,1671,1191,2.83
2011-02-03,United Kingdom,1459,967,1.75
2011-02-03,United Kingdom,664,467,1.39
2011-02-04,United Kingdom,1416,1077,1.31
2011-02-04,United Kingdom,1111,539,4.41
2011-02-04,United Kingdom,1774,1394,1.22
2011-02-04,United Kingdom,1178,550,2.34
2011-02-04,United Kingdom,1255,795,2.15
2011-02-04,United Kingdom,1254,522,3.19
2011-02-04,United Kingdom,1861,769,3.84
2011-02-04,United Kingdom,1928,1325,2.84
2011-02-04,United Kingdom,1901,1444,2.98
2011-02-04,Germany,1448,951,2.2
2011-02-04,United Kingdom,1396,722,4.49
2011-02-04,United Kingdom,809,354,3.57
2011-02-04,EIRE,1731,883,4.23
2011-02-04,Japan,2644,1403,1.71
2011-02-04,Japan,1685,1024,1.05
2011-02-04,Switzerland,1828,954,2.14
2011-02-04,Switzerland,1971,1320,1.91
2011-02-04,United Kingdom,550,415,4.12
2011-02-04,United Kingdom,2272,1039,1.47
2011-02-04,United Kingdom,668,390,2.97
2011-02-04,United Kingdom,193,96,2.43
2011-02-04,United Kingdom,2114,1672,4.18
2011-02-04,United Kingdom,1682,1286,3.83
2011-02-04,United Kingdom,2083,1648,2.64
2011-02-04,France,1670,757,2.92
2011-02-04,United Kingdom,1714,1023,4.39
2011-02-04,United Kingdom,461,259,2.31
2011-02-04,United Kingdom,1331,750,1.24
2011-02-04,United Kingdom,2358,1596,4.25
2011-02-04,United Kingdom,954,478,4.49
2011-02-04,United Kingdom,1672,867,4.09
2011-02-04,United Kingdom,1569,805,2.99
2011-02-04,United Kingdom,1927,1204,1.72
2011-02-04,United Kingdom,658,520,1.56
2011-02-04,United Kingdom,2518,2002,3.4
2011-02-04,United Kingdom,1638,998,2.72
2011-02-04,United Kingdom,100,78,1.04
2011-02-04,Poland,1571,1189,1.87
2011-02-04,United Kingdom,1697,1084,2.66
2011-02-04,United Kingdom,1935,1136,2.28
2011-02-04,United Kingdom,965,711,1.7
2011-02-04,United Kingdom,145,66,1.39
2011-02-04,United Kingdom,1688,778,1.17
2011-02-04,United Kingdom,2377,1478,2.3
2011-02-04,United Kingdom,1800,1179,3.65
2011-02-04,United Kingdom,1966,1200,1.39
2011-02-04,United Kingdom,2233,1225,3.48
2011-02-04,United Kingdom,1215,535,3.37
2011-02-04,United Kingdom,1557,995,3.65
2011-02-04,United Kingdom,1453,1094,3.96
2011-02-04,United Kingdom,1319,939,4.21
2011-02-04,United Kingdom,1438,1022,2.98
2011-02-04,United Kingdom,1252,600,4.24
2011-02-04,United Kingdom,1664,988,4.04
2011-02-04,United Kingdom,2527,1416,1.57
2011-02-04,United Kingdom,1075,584,1.44
2011-02-04,United Kingdom,2828,1884,1.38
2011-02-04,United Kingdom,100,64,2.95
2011-02-04,United Kingdom,270,159,1.75
2011-02-04,United Kingdom,952,613,2.6
2011-02-04,United Kingdom,3167,1419,3.58
2011-02-04,United Kingdom,714,394,1.03
2011-02-04,United Kingdom,2492,1693,2.24
2011-02-04,United Kingdom,1615,789,1.18
2011-02-04,United Kingdom,100,57,3.85
2011-02-04,United Kingdom,1763,1136,2.43
2011-02-04,United Kingdom,1438,678,2.02
2011-02-04,United Kingdom,1077,594,4.43
2011-02-06,United Kingdom,2260,1558,1.43
2011-02-06,United Kingdom,2919,1229,3.34
2011-02-06,United Kingdom,2546,1200,1.42
2011-02-06,United Kingdom,1128,888,2.22
2011-02-06,United Kingdom,788,418,3.7
2011-02-06,United Kingdom,802,456,1.49
2011-02-06,United Kingdom,1224,974,1.5
2011-02-06,United Kingdom,1233,694,2.8
2011-02-06,United Kingdom,2645,1821,3.95
2011-02-06,United Kingdom,1711,900,3.69
2011-02-06,United Kingdom,2255,1564,3.35
2011-02-07,United Kingdom,924,699,1.05
2011-02-07,United Kingdom,803,530,3.2
2011-02-07,United Kingdom,100,47,2.26
2011-02-07,United Kingdom,1294,694,2.29
2011-02-07,United Kingdom,2515,1478,4.26
2011-02-07,United Kingdom,1801,875,3.46
2011-02-07,United Kingdom,692,428,3.14
2011-02-07,United Kingdom,307,237,2.63
2011-02-07,United Kingdom,2954,1831,1.82
2011-02-07,United Kingdom,1028,665,2.84
2011-02-07,United Kingdom,1569,920,3.74
2011-02-07,United Kingdom,1353,909,2.73
2011-02-07,United Kingdom,705,355,3.88
2011-02-07,United Kingdom,654,517,2.83
2011-02-07,United Kingdom,1689,785,4.47
2011-02-07,United Kingdom,1698,1050,4.22
2011-02-07,United Kingdom,1948,968,2.99
2011-02-07,United Kingdom,2348,1740,1.44
2011-02-07,United Kingdom,1782,910,3.13
2011-02-07,United Kingdom,972,684,3.04
2011-02-07,United Kingdom,979,719,2.23
2011-02-07,Germany,1077,526,2.09
2011-02-07,United Kingdom,2759,1364,1.34
2011-02-07,United Kingdom,1309,550,4.33
2011-02-07,Cyprus,1189,785,3.35
2011-02-07,United Kingdom,308,170,1.16
2011-02-07,United Kingdom,2585,1332,3.42
2011-02-07,United Kingdom,100,70,4.46
2011-02-07,United Kingdom,1878,1126,2.52
2011-02-07,United Kingdom,1496,873,1.55
2011-02-07,Australia,1833,736,3.47
2011-02-07,United Kingdom,2652,1115,2.23
2011-02-07,United Kingdom,2274,1046,2.61
2011-02-07,United Kingdom,888,431,1.36
2011-02-07,United Kingdom,3060,2035,4.32
2011-02-07,United Kingdom,617,345,2.13
2011-02-07,Cyprus,1238,527,1.83
2011-02-07,United Kingdom,987,729,2.3
2011-02-07,Australia,913,557,3.16
2011-02-07,United Kingdom,1653,822,2.88
2011-02-07,United Kingdom,962,559,2.02
2011-02-07,Australia,1622,954,1.14
2011-02-07,Australia,1921,1226,3.17
2011-02-07,United Kingdom,473,249,4.37
2011-02-07,United Kingdom,1574,905,3.02
2011-02-07,United Kingdom,1445,836,1.67
2011-02-07,United Kingdom,1211,853,3.44
2011-02-07,United Kingdom,577,406,3.57
2011-02-07,United Kingdom,2601,1664,3.75
2011-02-07,United Kingdom,2657,1119,3.47
2011-02-07,United Kingdom,1565,1108,1.19
2011-02-08,United Kingdom,952,653,3.65
2011-02-08,Netherlands,991,511,4.42
2011-02-08,Netherlands,2955,1615,3.48
2011-02-08,United Kingdom,2461,1398,3.28
2011-02-08,United Kingdom,709,290,1.59
2011-02-08,United Kingdom,2339,1622,3.79
2011-02-08,United Kingdom,1574,957,2.5
2011-02-08,United Kingdom,1724,1257,1.46
2011-02-08,United Kingdom,288,209,1.33
2011-02-08,United Kingdom,1799,1059,1.23
2011-02-08,United Kingdom,3405,2170,1.33
2011-02-08,United Kingdom,1379,923,2.02
2011-02-08,United Kingdom,2292,1074,2.99
2011-02-08,Poland,3094,1608,2.4
2011-02-08,United Kingdom,1425,1011,1.59
2011-02-08,United Kingdom,1681,1260,2.67
2011-02-08,Germany,407,323,4.44
2011-02-08,EIRE,1596,700,4.24
2011-02-08,Germany,1586,909,3.11
2011-02-08,United Kingdom,1177,807,1.92
2011-02-08,United Kingdom,1499,932,2.78
2011-02-08,United Kingdom,1362,885,3.1
2011-02-08,United Kingdom,602,477,1.23
2011-02-08,United Kingdom,1178,533,1.99
2011-02-08,United Kingdom,591,327,2.44
2011-02-08,United Kingdom,1704,816,2.54
2011-02-08,United Kingdom,2375,1626,2.2
2011-02-08,United Kingdom,471,353,4.38
2011-02-08,United Kingdom,2111,1664,1.53
2011-02-08,France,337,138,3.34
2011-02-08,United Kingdom,1572,768,2.48
2011-02-08,United Kingdom,1100,778,2.37
2011-02-08,United Kingdom,895,530,1.54
2011-02-08,United Kingdom,1058,494,1.65
2011-02-08,United Kingdom,713,521,3.93
2011-02-08,United Kingdom,100,67,3.45
2011-02-08,United Kingdom,1240,789,1.96
2011-02-08,United Kingdom,1327,672,1.89
2011-02-08,United Kingdom,2232,1486,2.72
2011-02-08,Germany,1901,1186,2.23
2011-02-08,United Kingdom,655,440,3.07
2011-02-08,United Kingdom,1890,1075,1.16
2011-02-08,United Kingdom,1879,1447,3.48
2011-02-08,United Kingdom,1132,655,1.9
2011-02-08,United Kingdom,2031,1184,4.29
2011-02-08,United Kingdom,1275,892,3.99
2011-02-08,United Kingdom,799,402,2.31
2011-02-08,United Kingdom,100,47,2.92
2011-02-08,United Kingdom,1537,651,3.94
2011-02-08,United Kingdom,1594,857,4.08
2011-02-08,United Kingdom,346,159,2.67
2011-02-08,United Kingdom,2120,1515,2.64
2011-02-09,United Kingdom,2209,1282,1.49
2011-02-09,France,1026,506,1.31
2011-02-09,United Kingdom,1158,520,1.93
2011-02-09,United Kingdom,1829,1015,2.21
2011-02-09,United Kingdom,1487,708,3.9
2011-02-09,Germany,2511,1196,3.54
2011-02-09,United Kingdom,959,606,4.33
2011-02-09,Japan,284,206,2.26
2011-02-09,United Kingdom,1175,582,3.29
2011-02-09,United Kingdom,2252,1594,2.41
2011-02-09,United Kingdom,2705,1223,1.09
2011-02-09,United Kingdom,662,340,3.02
2011-02-09,United Kingdom,1815,992,1.03
2011-02-09,United Kingdom,2226,1709,3.14
2011-02-09,United Kingdom,1408,788,2.39
2011-02-09,United Kingdom,1289,979,2.11
2011-02-09,United Kingdom,1685,938,1.83
2011-02-09,United Kingdom,1105,676,1.66
2011-02-09,United Kingdom,1872,1308,4.4
2011-02-09,United Kingdom,1809,784,1.54
2011-02-09,Belgium,352,190,2.26
2011-02-09,United Kingdom,4007,2747,2.32
2011-02-09,United Kingdom,2003,880,1.18
2011-02-09,United Kingdom,3146,2084,2.16
2011-02-09,Spain,1554,1173,1.3
2011-02-09,United Kingdom,1652,739,3.19
2011-02-09,United Kingdom,1160,570,2.81
2011-02-09,United Kingdom,1708,986,4.38
2011-02-09,United Kingdom,615,350,1.87
2011-02-09,United Kingdom,2120,968,1.01
2011-02-09,United Kingdom,1667,1272,1.02
2011-02-10,United Kingdom,1072,842,4.08
2011-02-10,United Kingdom,1009,581,2.47
2011-02-10,Germany,100,60,1.73
2011-02-10,United Kingdom,1409,1126,1.45
2011-02-10,United Kingdom,1736,1156,3.6
2011-02-10,United Kingdom,2056,853,1.47
2011-02-10,United Kingdom,1787,1155,3.06
2011-02-10,United Kingdom,100,40,3.44
2011-02-10,United Kingdom,2561,1969,4.41
2011-02-10,United Kingdom,995,678,4.23
2011-02-10,Germany,3923,2280,1.8
2011-02-10,United Kingdom,1949,966,2.01
2011-02-10,United Kingdom,1312,760,1.4
2011-02-10,United Kingdom,2013,1314,1.11
2011-02-10,United Kingdom,1435,797,3.08
2011-02-10,United Kingdom,2947,1307,1.04
2011-02-10,United Kingdom,1473,811,4.48
2011-02-10,United Kingdom,1279,555,1.28
2011-02-10,United Kingdom,100,62,1.43
2011-02-10,United Kingdom,724,519,1.11
2011-02-10,United Kingdom,1559,768,1.7
2011-02-10,United Kingdom,2289,1503,3.5
2011-02-10,United Kingdom,2623,1631,3.12
2011-02-10,United Kingdom,1173,798,4.36
2011-02-10,United Kingdom,1205,758,3.84
2011-02-10,United Kingdom,1523,792,2.12
2011-02-10,United Kingdom,1560,777,1.22
2011-02-10,United Kingdom,670,288,2.83
2011-02-10,United Kingdom,2423,1278,3.78
2011-02-10,United Kingdom,670,357,4.26
2011-02-10,United Kingdom,1941,1529,2.08
2011-02-10,United Kingdom,615,420,4.39
2011-02-10,United Kingdom,100,68,2.82
2011-02-10,United Kingdom,1378,1080,2.18
2011-02-10,United Kingdom,887,431,1.4
2011-02-10,United Kingdom,1200,483,3.98
2011-02-10,United Kingdom,1739,696,2.88
2011-02-10,United Kingdom,166,104,3.24
2011-02-10,United Kingdom,2625,1222,2.69
2011-02-10,United Kingdom,766,330,4.09
2011-02-10,United Kingdom,1129,552,3.1
2011-02-10,France,518,240,3.97
2011-02-10,United Kingdom,1098,865,1.3
2011-02-10,United Kingdom,2964,2104,3.54
2011-02-10,United Kingdom,1687,710,3.22
2011-02-10,United Kingdom,2372,1492,4.25
2011-02-10,United Kingdom,2430,1634,2.12
2011-02-10,United Kingdom,1897,1089,3.71
2011-02-10,United Kingdom,1316,919,2.62
2011-02-10,United Kingdom,1467,748,1.96
2011-02-10,United Kingdom,861,579,3.83
2011-02-10,United Kingdom,2081,863,2.78
2011-02-10,United Kingdom,2233,1642,1.46
2011-02-10,United Kingdom,1801,1396,2.67
2011-02-10,United Kingdom,2315,1194,2.24
2011-02-10,United Kingdom,898,592,4.03
2011-02-10,United Kingdom,1493,645,3.48
2011-02-10,United Kingdom,1365,1050,4.47
2011-02-10,United Kingdom,3247,1411,4.17
2011-02-10,United Kingdom,1173,528,2.84
2011-02-10,United Kingdom,2445,986,2.35
2011-02-10,United Kingdom,1128,616,3.94
2011-02-10,United Kingdom,1257,772,1.53
2011-02-10,United Kingdom,1282,1019,3.57
2011-02-11,United Kingdom,428,331,3.51
2011-02-11,United Kingdom,342,144,1.53
2011-02-11,United Kingdom,3145,2192,3.81
2011-02-11,United Kingdom,1834,1183,2.84
2011-02-11,United Kingdom,1678,1282,4.05
2011-02-11,United Kingdom,2124,1509,1.3
2011-02-11,United Kingdom,993,630,3.66
2011-02-11,United Kingdom,1490,1184,4.19
2011-02-11,United Kingdom,1645,781,1.8
2011-02-11,United Kingdom,1875,1442,3.57
2011-02-11,Germany,908,623,3.82
2011-02-11,United Kingdom,669,464,1.8
2011-02-11,United Kingdom,840,650,4.45
2011-02-11,United Kingdom,980,727,2.16
2011-02-11,United Kingdom,949,697,3.98
2011-02-11,United Kingdom,1450,667,1.44
2011-02-11,United Kingdom,2358,1061,1.21
2011-02-11,United Kingdom,257,181,2.21
2011-02-11,United Kingdom,1356,935,3.93
2011-02-11,United Kingdom,1478,679,2.6
2011-02-11,United Kingdom,1548,672,1.04
2011-02-11,United Kingdom,1456,718,2.12
2011-02-11,United Kingdom,481,358,1.36
2011-02-11,United Kingdom,1701,897,2.0
2011-02-11,United Kingdom,100,51,3.27
2011-02-11,United Kingdom,1205,862,3.45
2011-02-11,United Kingdom,641,453,1.76
2011-02-11,United Kingdom,1360,596,2.57
2011-02-11,United Kingdom,1722,1193,1.87
2011-02-11,Belgium,2799,1582,2.7
2011-02-11,United Kingdom,2389,1390,1.09
2011-02-11,United Kingdom,1553,951,3.87
2011-02-11,United Kingdom,1823,1212,3.16
2011-02-11,Germany,1778,1177,1.6
2011-02-11,United Kingdom,2286,920,4.13
2011-02-11,United Kingdom,826,657,4.24
2011-02-11,United Kingdom,1934,971,2.57
2011-02-11,United Kingdom,100,77,4.5
2011-02-11,United Kingdom,868,355,3.58
2011-02-11,Italy,793,369,3.57
2011-02-11,United Kingdom,2949,1201,2.43
2011-02-11,United Kingdom,1206,905,2.48
2011-02-11,United Kingdom,1845,1454,3.21
2011-02-11,United Kingdom,2354,1851,2.2
2011-02-11,United Kingdom,961,426,3.64
2011-02-11,United Kingdom,1553,1163,1.27
2011-02-11,United Kingdom,1297,1023,1.73
2011-02-11,United Kingdom,1174,862,2.77
2011-02-11,United Kingdom,960,515,2.62
2011-02-11,United Kingdom,2893,2018,2.53
2011-02-11,United Kingdom,1826,980,2.13
2011-02-11,United Kingdom,2132,1476,3.91
2011-02-11,United Kingdom,817,652,2.51
2011-02-11,United Kingdom,540,350,4.04
2011-02-11,United Kingdom,1975,1493,1.32
2011-02-11,United Kingdom,2004,1155,2.28
2011-02-11,United Kingdom,2161,1122,4.45
2011-02-11,United Kingdom,1683,824,4.21
2011-02-11,United Kingdom,545,365,1.07
2011-02-11,United Kingdom,2022,1223,2.01
2011-02-11,United Kingdom,1149,470,1.85
2011-02-11,United Kingdom,100,57,3.69
2011-02-11,United Kingdom,710,489,1.05
2011-02-11,United Kingdom,1266,800,2.8
2011-02-11,United Kingdom,182,100,3.16
2011-02-11,Switzerland,1453,696,2.83
2011-02-11,United Kingdom,360,229,3.73
2011-02-11,United Kingdom,1864,1407,1.12
2011-02-11,United Kingdom,2091,1628,2.51
2011-02-11,United Kingdom,489,389,4.15
2011-02-11,United Kingdom,100,66,2.66
2011-02-11,United Kingdom,1406,732,2.2
2011-02-11,United Kingdom,1456,815,2.95
2011-02-11,United Kingdom,2499,1832,2.83
2011-02-11,United Kingdom,1427,918,1.96
2011-02-11,United Kingdom,1615,825,1.66
2011-02-11,United Kingdom,993,486,2.66
2011-02-11,United Kingdom,302,135,4.34
2011-02-11,United Kingdom,2463,998,1.81
2011-02-11,United Kingdom,1232,773,1.69
2011-02-11,United Kingdom,1791,1402,1.08
2011-02-11,United Kingdom,1549,1018,2.14
2011-02-11,United Kingdom,794,592,1.1
2011-02-11,United Kingdom,192,118,1.65
2011-02-11,United Kingdom,1820,961,1.49
2011-02-13,United Kingdom,422,198,2.69
2011-02-13,United Kingdom,2177,957,2.83
2011-02-13,United Kingdom,2247,1098,2.25
2011-02-13,United Kingdom,1136,676,1.61
2011-02-13,United Kingdom,2430,1813,1.76
2011-02-13,United Kingdom,1132,821,2.03
2011-02-13,United Kingdom,554,301,1.9
2011-02-13,United Kingdom,1116,517,4.36
2011-02-13,United Kingdom,2712,1314,3.39
2011-02-13,United Kingdom,1505,671,2.61
2011-02-13,United Kingdom,1761,806,2.59
2011-02-13,United Kingdom,100,43,2.68
2011-02-13,United Kingdom,1276,942,2.81
2011-02-13,United Kingdom,1566,786,4.04
2011-02-13,United Kingdom,1402,973,2.61
2011-02-13,United Kingdom,2705,1624,4.48
2011-02-13,United Kingdom,252,101,2.61
2011-02-13,United Kingdom,1945,1498,4.2
2011-02-13,United Kingdom,1572,868,1.87
2011-02-13,United Kingdom,325,159,2.32
2011-02-13,United Kingdom,514,296,2.64
2011-02-13,United Kingdom,239,111,4.24
2011-02-13,United Kingdom,2109,876,3.26
2011-02-13,United Kingdom,2042,1077,2.48
2011-02-14,United Kingdom,1287,753,4.15
2011-02-14,Spain,1033,717,4.27
2011-02-14,United Kingdom,2193,1674,1.04
2011-02-14,United Kingdom,303,238,1.85
2011-02-14,United Kingdom,2287,1039,3.28
2011-02-14,United Kingdom,100,48,2.48
2011-02-14,United Kingdom,1139,585,1.44
2011-02-14,EIRE,2224,938,4.11
2011-02-14,United Kingdom,100,74,2.12
2011-02-14,Germany,1414,818,1.65
2011-02-14,United Kingdom,857,396,3.47
2011-02-14,United Kingdom,2500,1312,2.69
2011-02-14,Germany,722,530,3.64
2011-02-14,France,1532,1059,4.23
2011-02-14,United Kingdom,1283,682,1.41
2011-02-14,United Kingdom,1144,882,2.87
2011-02-14,United Kingdom,3121,1536,4.13
2011-02-14,United Kingdom,827,458,3.23
2011-02-14,United Kingdom,1217,590,3.59
2011-02-14,United Kingdom,1381,562,2.02
2011-02-14,United Kingdom,322,137,3.91
2011-02-14,United Kingdom,2558,1729,3.21
2011-02-14,United Kingdom,1536,674,1.37
2011-02-14,EIRE,1052,557,2.09
2011-02-14,Germany,1011,528,3.8
2011-02-14,United Kingdom,1689,970,1.07
2011-02-14,United Kingdom,1871,1077,1.22
2011-02-14,United Kingdom,2143,1440,4.14
2011-02-14,United Kingdom,1974,962,2.84
2011-02-14,United Kingdom,100,41,1.77
2011-02-14,United Arab Emirates,292,183,3.33
2011-02-14,United Kingdom,100,55,3.15
2011-02-14,United Kingdom,2339,1445,1.53
2011-02-14,United Kingdom,946,463,1.25
2011-02-14,United Kingdom,1530,695,3.49
2011-02-14,United Kingdom,1959,800,4.25
2011-02-14,United Kingdom,1381,876,3.0
2011-02-14,United Kingdom,2664,2014,1.15
2011-02-14,United Kingdom,100,40,3.34
2011-02-14,United Kingdom,1777,788,2.13
2011-02-14,United Kingdom,1899,1048,2.79
2011-02-14,United Kingdom,315,218,3.63
2011-02-14,United Kingdom,2721,1655,2.14
2011-02-14,United Kingdom,1668,829,1.68
2011-02-14,United Kingdom,626,308,3.56
2011-02-14,United Kingdom,753,356,3.56
2011-02-14,United Kingdom,462,233,3.29
2011-02-14,United Kingdom,703,457,4.02
2011-02-14,United Kingdom,2872,1544,4.4
2011-02-14,United Kingdom,799,502,2.69
2011-02-14,United Kingdom,1037,563,3.36
2011-02-14,United Kingdom,2325,1410,3.82
2011-02-15,United Kingdom,1419,843,1.64
2011-02-15,United Kingdom,1730,1279,1.1
2011-02-15,United Kingdom,1093,828,3.06
2011-02-15,United Kingdom,1496,657,1.21
2011-02-15,United Kingdom,908,546,1.88
2011-02-15,United Kingdom,1695,1066,4.36
2011-02-15,United Kingdom,2562,1143,4.3
2011-02-15,United Kingdom,844,643,2.46
2011-02-15,Australia,1917,1242,3.01
2011-02-15,United Kingdom,1450,582,3.58
2011-02-15,United Kingdom,1980,1280,1.29
2011-02-15,France,1153,902,1.61
2011-02-15,United Kingdom,1487,825,1.13
2011-02-15,United Kingdom,1724,1306,1.64
2011-02-15,United Kingdom,2214,1583,4.35
2011-02-15,United Kingdom,1780,916,2.86
2011-02-15,United Kingdom,895,412,1.17
2011-02-15,United Kingdom,656,392,1.46
2011-02-15,United Kingdom,1302,798,3.24
2011-02-15,United Kingdom,1936,1124,2.32
2011-02-15,United Kingdom,2293,1557,1.93
2011-02-15,United Kingdom,2274,1574,2.83
2011-02-15,United Kingdom,1431,575,1.24
2011-02-15,United Kingdom,2172,1239,4.35
2011-02-15,United Kingdom,1106,829,2.51
2011-02-15,United Kingdom,784,574,3.21
2011-02-15,United Kingdom,347,190,3.11
2011-02-15,United Kingdom,1693,887,1.88
2011-02-15,United Kingdom,2291,1151,2.19
2011-02-15,United Kingdom,817,355,2.13
2011-02-15,United Kingdom,1602,1274,1.22
2011-02-15,United Kingdom,2219,1056,2.64
2011-02-15,United Kingdom,2276,1736,4.4
2011-02-15,United Kingdom,1973,996,3.73
2011-02-15,United Kingdom,877,650,3.22
2011-02-15,United Kingdom,970,430,1.87
2011-02-15,United Kingdom,965,422,3.72
2011-02-15,United Kingdom,695,435,1.0
2011-02-15,United Kingdom,1773,1157,2.74
2011-02-15,United Kingdom,447,197,2.92
2011-02-15,United Kingdom,2376,1593,3.49
2011-02-15,United Kingdom,1446,1030,2.71
2011-02-15,United Kingdom,1796,1357,4.18
2011-02-15,United Kingdom,1128,704,2.85
2011-02-15,United Kingdom,1645,1000,2.51
