InvoiceNo,ShippingKey
536615,64
543991,2857
541793,547
536500,1026
539826,3382
539310,292
541221,1544
C541828,1562
544797,3898
538708,4273
540182,4391
542004,559
540523,2476
539002,272
539986,1414
544899,1960
541282,2520
539978,369
543457,4807
C541824,537
541979,581
536553,4051
540028,4417
540238,4443
539658,330
541813,548
542393,562
545299,948
539312,1346
537955,3167
541859,3604
542608,4693
544195,4887
536375,987
542380,3651
541088,491
544035,1888
536833,3038
543479,730
C538711,2281
544105,3834
539993,4389
538348,4122
C540391,4462
536368,1
544702,1934
536532,9
543737,3818
541610,4563
543473,4795
539474,2401
C541701,3567
536783,3995
C538119,237
542229,614
537376,1130
544819,1914
537374,2162
542602,1722
543291,1773
541428,3543
539452,4284
543359,2774
C539063,3306
543001,3719
543036,3712
538520,4203
537006,1124
537813,1183
539586,1350
541982,1650
545036,1970
C537857,3200
543122,711
536536,1028
537065,2092
537437,4036
542124,4664
537594,2145
C539065,1342
543746,770
542521,4658
543014,2718
544317,2866
544687,2894
541576,540
538881,3275
539040,2327
544465,3901
544466,3873
545226,3972
544333,4876
542906,649
543622,1837
544798,1913
C541573,536
541608,1600
536566,3978
544839,4949
538849,3241
536425,4021
544793,900
C543768,4852
538107,2222
538145,3172
540940,3518
541474,2558
540162,4394
538167,167
540697,2529
545317,3003
C538874,1314
537245,2160
542795,662
541975,1639
537619,2102
542690,3717
538657,4308
545338,4995
536508,996
541673,1593
544189,2849
539659,4352
541226,4555
C542604,2712
545325,2966
C543974,4844
C537893,178
540832,4487
541091,454
538310,1218
542569,3684
C544609,1909
542526,1672
540363,3435
536685,3993
C540850,4537
539005,4294
544334,4871
539267,4319
541493,4559
C536826,55
543748,3785
C538062,4210
539721,1394
542369,2642
540520,422
543273,1772
543114,4764
537051,56
542370,2643
542573,4679
C544318,4874
538688,2297
C544589,4908
543655,3774
542659,659
545336,968
542919,698
543978,796
545047,960
538417,211
543027,3731
542235,1643
539755,2394
545055,3960
542362,3682
537690,4171
C541691,2565
536842,13
537841,2104
542208,2655
541424,2549
537671,4187
539611,322
545399,953
538142,1170
539047,1257
543829,2824
542378,4689
536603,1010
540316,2470
545164,2996
C540845,2498
539216,3308
543807,2815
C541994,1607
542517,1682
542103,3597
537196,4080
536521,2004
542136,560
545170,961
544368,1891
540538,2511
537054,3128
536784,999
541685,3565
537205,3179
542885,3708
538255,2292
537176,59
542745,3698
C542348,4674
544331,1916
541490,3544
543812,4861
C539253,3351
536838,45
544633,923
538204,1263
C544682,2916
536365,3012
543300,748
544176,797
540474,4448
544065,1873
539996,2425
538846,271
543199,2720
543588,3766
537999,4153
C543004,4758
545060,944
539629,1367
540099,2442
539336,4363
C539827,1401
C542218,3647
542115,1610
545328,967
538837,3317
C540820,464
544081,2827
543831,847
538886,3289
C537788,1162
541302,520
538637,4230
C538114,1121
C543052,1752
542123,2633
544673,4961
543349,738
539459,1348
C536622,3082
540365,4404
541094,3512
537163,4097
540515,4455
543354,2756
540976,4530
536744,11
538045,1261
539583,295
539201,313
539398,1301
536943,22
542575,628
536670,1042
538515,4285
537446,2195
538943,1294
540649,2512
541434,2556
537633,3158
542409,3671
C542426,4699
539592,361
539835,1415
540023,3402
C537164,4098
543261,1731
541972,595
541877,1583
542796,2687
538557,3282
C544840,895
543046,3722
545002,4964
C542086,584
542551,604
542428,1646
544297,3813
544777,889
542541,1683
537604,4165
538535,225
540957,489
542743,1699
536967,2040
537391,2163
537049,3090
539213,1276
542367,588
542126,1641
542145,2605
536755,4091
C541790,2597
542509,2677
543823,794
544089,1876
538510,3237
540640,3453
543116,1779
540700,3506
537396,149
C539073,4237
542934,674
C543840,1847
C539711,1403
542110,1587
540519,2447
543542,2792
537673,3216
539298,3310
537616,92
C540792,416
542586,635
545305,949
539095,3278
C540129,3445
539087,4316
539001,286
536554,2019
541242,3541
544456,2854
540770,3471
542741,4757
545074,1998
C542140,3646
541520,4546
536547,2045
C538647,4245
539487,4325
543923,2798
541436,1565
538724,4254
544316,4927
536542,993
541590,1548
C538670,4288
544040,816
540016,4396
C540117,378
545341,2987
536663,3067
539304,2290
542520,592
541659,3546
537606,1205
541698,1561
539753,2387
540983,469
541206,2539
C540382,408
540358,421
541215,2534
542222,4656
544941,4975
543266,2721
C544635,3854
539997,387
C542781,1756
536754,1059
C537203,4062
540833,4518
541423,511
537389,1179
538421,2209
C543384,1785
539567,2369
537011,37
C540250,385
539082,3292
541916,4624
541978,580
C537379,1067
539085,1333
C540165,1459
542727,2715
537117,4096
541791,4582
537036,104
541021,479
537366,3193
537915,118
542000,621
540566,2522
540694,3498
544438,4919
537891,136
538116,139
541692,552
C543637,2767
544791,4972
C543195,681
540678,2483
542900,3718
537830,4208
541126,499
538138,3203
536824,100
541873,3605
536628,1032
C543606,1796
C538189,3205
C542088,1652
545031,3940
541125,4534
539079,2339
543287,3750
541671,1559
539335,4283
538419,2272
C539258,4266
542620,4728
542869,2688
542667,4746
538565,226
542870,1687
543035,2736
537963,3102
537392,130
541845,3632
544799,4954
542786,648
544447,3883
543016,3730
542268,4641
545234,4993
541811,1601
C537398,2164
C542640,2705
537428,87
C545189,914
542908,4697
541106,1511
538054,2249
C540152,379
536945,1103
C539031,2263
C544775,1974
544921,3899
543468,1776
539240,303
540862,2479
544606,2881
544182,827
539272,2356
544194,843
541552,4588
C538696,2279
543935,3821
545159,1996
540641,3481
539225,1385
C538118,3231
539324,3296
542559,4711
C541707,4581
C538694,2278
543530,4796
C544414,4879
539083,290
541410,1578
540539,2448
541523,3545
543647,3784
C542395,2676
544479,2911
536763,4045
538880,4314
543987,4833
543021,3680
544314,798
537450,3214
544663,2942
536676,50
539836,1412
536555,1039
538826,3316
539491,4359
544036,1859
538048,4198
542909,4751
537811,177
542905,1723
543269,1791
539675,3344
543543,3753
C544171,2875
536588,2081
537241,2140
C545040,2973
538071,203
543094,724
543492,4783
541243,2535
544922,3934
C542413,574
543250,1730
542518,2692
543547,2783
541181,1538
539143,2289
537621,3183
544151,860
541968,4613
C538763,248
C539832,375
536938,1048
537691,4188
540798,456
539864,1413
544342,4877
544909,2969
544894,3910
537042,4138
545001,2961
539214,332
543593,1801
543010,4708
537683,79
539334,4341
C540787,4517
544205,4926
536390,1054
540840,1498
536947,2039
537781,4192
539584,2389
C543811,772
537900,3166
540692,434
543519,1788
536399,2043
543000,2726
545320,2949
C539599,327
C542139,1642
539011,2314
542590,636
538241,2205
539720,362
539248,4238
538671,3253
541604,4550
544905,4973
544164,807
540468,3430
537657,4185
536707,7
537846,190
544408,2868
541104,470
537048,2176
537230,2191
543108,4763
537802,3118
537025,4015
544556,1923
538900,3260
539107,3263
542519,3655
C537611,4184
540463,444
538057,163
536795,1073
544324,2877
538080,4117
537223,106
538656,245
542388,2660
542998,707
540972,3465
536996,4077
539242,4300
543623,755
539829,1383
539588,4350
538908,1315
541732,1552
543018,1750
542533,2647
545287,936
540256,1435
537880,1208
537676,1180
537460,4105
540114,4411
540361,395
542993,4707
540537,1448
536576,2009
543448,2765
539982,4371
540263,4427
C542732,646
544186,1860
542606,2638
545063,2974
541687,523
544610,1910
538909,2362
541407,3559
545160,3954
543015,4759
536541,28
C544416,822
538135,1250
541794,3570
542108,1609
542390,573
541228,1536
C544424,1941
536388,3045
543450,3760
539076,4263
541223,2491
544280,4888
542423,2646
537429,131
536771,1100
538197,3175
540567,3494
C541234,493
538858,2337
538199,209
541874,579
C537572,2100
538168,3173
537213,4081
540012,388
536601,1031
541281,1522
537420,60
544892,910
538659,2295
545184,2976
540699,3505
544170,3811
544312,4913
540768,2505
536557,3063
C537530,4129
539609,1400
538872,259
538009,1187
543023,4774
C540942,441
538140,3171
C536758,1013
C542263,4640
C539274,4320
539979,4362
C539100,312
541139,1534
538307,4202
536570,2108
C544300,2840
537772,3137
539988,2405
540019,2416
541236,2510
544159,867
536835,2026
C539260,2330
543325,2744
545323,2980
C536827,3029
541266,3535
544770,888
540815,2515
539688,3371
544210,844
537432,88
542889,1760
537769,4173
539030,251
536639,4053
545315,950
543610,753
536954,3050
536777,2036
540546,3441
538175,4120
541149,4491
545411,2002
538002,4177
544450,4895
536890,101
538994,249
539752,323
544885,909
C542644,2695
545191,3931
539317,4332
541835,3572
541882,1649
544645,3875
543286,4769
545163,2955
538851,3255
538141,1123
540968,2507
536946,3085
539442,3326
542888,1759
545067,1979
543166,2758
545416,3004
543011,3729
C543791,4856
538207,239
536551,3008
544928,1928
543669,2770
542375,625
545401,980
538148,142
541137,2490
544461,3872
536584,17
541134,4503
539420,2343
543197,3747
536621,4007
543482,4822
543267,2753
539268,3293
536640,4009
540276,3418
538157,1251
542151,2624
542897,2689
C543661,2769
539628,4374
541981,582
C542089,2612
542399,651
542392,3620
536991,2087
539246,3265
538095,121
538501,2273
536366,3032
538721,3288
544788,3865
541683,4580
539337,3324
C536854,68
537844,2232
544596,2891
537601,91
541111,3528
C536979,4028
544090,805
544100,839
537462,2180
545219,2965
540163,3414
C543775,4816
538878,232
542240,623
541103,4532
544638,4909
544091,3801
541244,500
543641,775
545224,3001
536638,4052
544582,4934
540471,4437
C543621,1853
537023,2134
539751,2375
539338,3369
543214,3736
544818,2904
C542742,4734
537017,85
539634,4327
542710,4701
545059,4982
540495,1446
537873,2124
539419,2380
537368,3092
544586,884
C541641,2587
537858,4113
541984,2585
537614,3215
543162,714
542361,1668
C545068,2988
C544576,3903
542087,3596
538011,4209
537612,153
545402,3966
540908,450
C537610,1136
543734,4840
544703,4952
542217,3601
C539575,4348
539443,3327
C538891,260
543455,773
544895,1947
538354,2237
542562,4678
545004,929
543125,2710
540180,418
C536815,1000
543252,2749
540001,4390
543675,4860
543031,4775
543649,4837
544998,965
C537408,1132
544356,2885
C538632,1252
536580,4037
541277,487
542137,2640
536546,3014
540823,3516
544294,3848
542371,572
543240,717
538345,1195
542619,2649
C544831,2928
C538805,4233
538364,195
539160,262
544474,865
541575,2586
541999,4650
C536822,1001
543249,2729
540813,482
543131,712
C538684,2347
538147,3223
539038,3243
543120,710
544601,866
542782,1700
538056,2186
544808,3879
C538693,1310
544169,3867
542384,2607
543282,4800
538866,1291
538597,214
C537320,3091
539666,3389
C540097,4410
C539838,1405
540464,2455
542920,4719
536981,2028
537849,3217
539218,4281
C537613,1111
540168,4431
C540846,4460
541256,4509
537645,174
540553,3479
537827,200
537222,2070
536624,3021
544338,3869
536688,1011
536956,3051
C540377,4446
542634,4694
543194,715
538044,3219
544569,1901
538795,1312
543907,4863
539245,236
538165,1171
544187,1877
C544653,1963
541288,1553
540978,478
541293,3558
540818,4485
538050,1262
539265,3244
544915,4956
545322,4994
541506,2580
536972,4027
543170,4754
538507,1241
542507,2691
542864,2708
538061,3169
537410,4127
537388,129
C538834,258
542577,3674
C537684,4148
542080,1629
542999,4773
542554,3640
544455,3859
543028,676
542895,1702
541480,512
543601,2794
542550,3623
538753,1269
538001,3142
537179,1050
544749,3924
541018,4531
C542402,601
543548,3771
C537602,4130
539048,4279
544192,4868
542729,2723
543806,2842
537001,3999
C542991,3693
C537746,1116
537418,1201
C539726,3360
538161,4216
541496,4577
C542260,568
542347,570
C541201,471
C544590,3893
544211,828
541857,2631
537641,3062
540531,3459
C543638,767
C538122,3125
545024,3939
536631,4072
542576,4660
538903,1371
541252,3549
545019,2922
539108,3348
539985,3375
C538066,3143
538895,3304
541593,1590
541008,4513
C541822,2566
545105,3963
538661,4246
542079,4652
544295,4869
538162,122
542220,2625
543595,3772
539261,2319
538660,1223
543446,1799
536632,65
538811,230
544396,4930
537840,2170
538503,2293
538631,4272
538852,231
542893,672
540844,1478
C537812,157
539497,357
540239,1460
544906,1938
544097,3866
538896,311
539307,1260
543541,1836
538996,3276
544313,4902
543646,768
537010,4001
540565,433
542936,699
545308,974
539471,3354
541680,544
C542385,3610
543389,722
536821,989
539483,3364
540022,390
538343,1239
544591,4946
C543633,2795
537220,3106
C539069,289
538179,1217
540702,3483
542247,3670
C539577,3377
C542638,2704
538627,3284
537430,4144
543997,4865
540130,1434
544066,1892
537242,2071
544463,4931
536968,2067
536740,34
539403,4322
542121,564
540974,3486
541273,486
538744,1286
541004,3519
C540634,1497
537361,1178
C539090,1317
542865,1717
537672,2215
540900,3464
544680,4941
539332,2379
C543817,831
539056,2305
C538680,3286
539462,1363
542647,1696
539290,275
C536506,2007
543164,4721
538636,283
539046,4262
538626,244
C538377,2224
537843,1185
538074,1235
C542738,686
C538691,4220
540176,3428
C537998,4196
539413,294
C538755,1287
C541503,3534
537031,4016
537852,4089
539746,4382
537817,80
542407,2628
C541415,1528
545180,2975
C539291,276
538848,4206
C544451,864
543915,1842
C542805,3679
536984,4029
543654,1806
537014,4014
C539402,4343
540240,4434
543127,4786
C544415,2879
536522,3977
539012,2303
C540346,3434
545294,3968
541411,4576
543270,1765
C536734,1058
541844,3611
542574,619
536537,3984
543990,3832
C537797,1163
C540376,4435
C541254,1537
537411,78
537238,3107
544277,3827
536600,2109
C539224,3264
539741,4377
543165,3694
536942,103
537144,2069
538648,3300
542603,645
538667,1243
C542645,1734
544078,3791
C543353,4820
537200,171
C541418,2528
544701,3876
542504,2629
539142,3349
536790,4055
539444,1347
540994,490
541571,529
543781,4817
C539244,2341
C538121,140
538155,1214
C543609,1829
540095,2434
537351,3077
539766,3397
537758,4149
539300,1278
C540366,2471
542154,2594
540122,4424
543130,4792
543020,2709
542142,586
543235,693
540370,3409
C540386,3410
536627,4008
C539499,4373
542737,4669
540848,439
541660,3551
544927,4974
540907,440
537141,3044
C540380,4453
C543381,721
544571,2871
537851,3100
543536,4803
541990,4684
539309,3294
539084,3307
540636,3470
536446,2014
540462,2475
540404,4447
543306,4780
544349,4889
545342,952
C536383,1024
542596,2702
543984,1881
542001,3594
536556,986
C543112,1753
537666,3195
539867,3391
544468,3852
538567,4218
542776,4735
C545307,2979
537193,1066
540412,2433
537129,4031
539984,4388
545348,4980
C540793,472
537055,2091
541482,532
543003,3711
540979,1533
545038,1987
536610,2021
538879,3229
541847,1570
544070,1850
544355,2867
542434,1636
539473,3329
545334,4991
C544422,1930
543037,3702
C541433,2536
545306,2999
544064,4858
C538500,3211
540851,4488
543740,4812
C544034,3822
545188,3930
541203,515
542626,1711
545152,4996
544910,896
539441,1361
540991,1486
541880,2610
542230,4685
542093,1630
545221,1981
C542032,3589
C539059,234
C544432,3839
543182,1781
538283,3176
545217,3955
541135,4554
541224,2540
545054,2994
540506,3451
537854,81
537667,4186
541711,4633
541291,2569
540946,3485
C543787,3763
540557,2464
541258,527
540278,1472
544330,3828
544407,4916
545076,4977
C537805,1141
539958,1397
542386,3652
545187,2956
C543431,4771
540915,2525
545085,2953
537764,4190
542503,4691
C540788,449
543390,733
538040,2126
536944,2086
545408,3949
543986,1849
C541090,3490
C543755,3794
C542642,684
C541834,3587
C542038,4626
544647,4968
C536816,2130
C537644,175
538346,125
C539632,2374
542510,2678
544196,3838
542470,603
C537652,1161
544430,1921
544098,1894
C542416,2661
543264,682
537642,1229
C543773,3777
542557,4677
541948,2616
537631,4131
543413,734
540150,2428
C541821,526
536798,2052
537204,1107
542391,2675
540383,4405
543982,849
539489,1364
544920,3919
541800,2573
541421,1529
542350,2659
544043,817
542806,2652
543832,3798
537135,170
545314,2985
536531,2005
538519,2227
543842,2797
541799,4597
C537647,3095
C543784,736
540094,4398
540530,4468
538644,1308
541014,1515
541664,1592
542548,4710
543544,4784
537433,1202
545081,946
541946,3644
545183,2001
538184,3235
542739,2667
543814,2804
C544118,3836
541420,4542
540264,429
542567,627
537346,1177
539662,1352
537847,135
539252,1319
539839,325
542882,1678
538907,2285
538511,3251
C543792,4818
541782,1626
536753,2050
541681,4564
544646,908
542927,2725
543107,3734
541405,3521
544907,939
537595,1204
541567,3563
C539719,366
545410,1993
544106,3808
C542257,3627
544652,3894
541509,4578
537160,147
541255,531
540262,1461
543386,741
C544559,858
539295,1259
544600,3905
538146,4178
540526,4467
536789,1015
544790,4953
C544902,938
C538997,1354
540466,2492
C539667,3368
542511,3637
542274,3648
C536855,1076
536983,2133
540518,3458
544449,3871
543040,1707
542871,1758
541508,3583
543809,787
537625,2197
538176,3233
542083,3595
542565,626
544651,2924
538869,1255
543648,3755
C537834,159
538015,4239
541205,4504
542607,4743
544321,1902
536857,3049
536673,2049
C544428,2834
C544901,4970
539920,373
540638,402
544578,2912
536540,27
543797,786
543600,2761
541015,4476
539032,1256
541422,521
544939,903
C539057,1273
539283,4331
538092,2172
C541603,2538
540026,4422
539745,346
539480,1349
539610,1366
541400,4557
C542744,3668
543049,1727
541700,3553
C541823,1602
536641,2048
542153,3590
537090,4124
538090,4227
543833,4831
537863,2123
539946,3374
538196,4217
543191,2727
C542866,3700
544767,4924
540834,4474
540010,376
544143,806
538263,2235
C543980,824
544688,3933
538778,256
537448,1088
540653,2503
C542537,1674
C537402,4085
C538712,3287
537534,1203
541587,1572
C536391,4018
540828,4459
544443,4945
541884,4601
545288,981
543351,1784
538005,2265
536523,26
545181,1985
537004,4078
540175,3415
542896,3692
543005,667
C538344,3192
539088,2364
541699,3586
537649,111
538349,183
541789,3539
539044,4329
C540378,4452
543186,4765
C543830,1868
544400,2886
542631,3690
543535,4824
538216,124
C544581,859
542405,1681
C536812,4026
538512,2210
542368,571
539103,1297
540032,389
538865,4223
538991,2248
545346,3958
537751,4207
537674,155
537206,4099
536765,3037
537687,3197
C538091,4155
537472,2099
540356,407
542225,1613
540410,2432
C538531,212
536667,2062
C537820,3163
538076,4211
538014,137
538807,1270
540004,2457
537899,4152
540644,1483
540096,2415
538351,4228
C540155,1425
540174,4425
C538749,1337
540033,2441
542002,3634
543242,3726
539075,3291
541507,1541
541426,4543
538087,1210
541594,4562
537077,146
537655,154
542152,3616
539013,4278
541269,4556
543024,4709
C544830,2919
C539104,4317
544471,875
537605,2074
540525,2501
544813,4942
536636,2023
C540030,2426
C538898,3259
540013,4409
542835,4748
540704,4472
543586,4828
542355,2674
537218,4082
538042,138
539282,334
542512,1660
545150,3000
537359,2141
538170,3189
539715,1393
540280,1452
545303,3969
541866,4620
544093,1893
C541961,3574
542422,602
541264,1521
537626,3184
538906,4259
542907,4717
C544425,856
539033,1272
539999,3405
541802,3603
539105,1358
537000,1104
C540398,4415
C541705,546
C537656,1115
539036,1356
540595,1503
541595,1549
537455,1135
537354,1052
C542104,1653
542149,613
C536543,2018
542532,2693
544071,2844
541121,4502
538013,193
541105,1510
538382,3250
C540109,1423
544918,1939
544069,3845
C540392,2461
543521,2800
544150,2864
543592,4836
C543729,2810
C536828,2037
C539067,2288
545029,3912
537870,95
541274,1564
542628,1748
540002,1457
541248,1520
C541885,3612
544572,3853
C538314,1266
543025,1739
C538089,4212
541132,4553
545310,4983
536762,2035
C539601,2390
536609,2047
539311,2358
539292,2332
540255,393
541591,4594
541391,496
541867,578
536976,1004
C543780,2772
C542095,4653
537377,2143
538662,1283
544810,2943
537848,4150
544037,804
542127,1589
537246,4067
544477,2900
538888,1292
C539251,2318
539496,4326
543539,4835
540803,474
538517,1281
539074,3262
543161,691
544462,874
540836,1477
539406,4356
538513,242
538809,257
C544594,2913
545053,2981
538524,3270
C543119,4785
C542913,1703
542724,4732
C537143,73
537243,3076
536674,44
540953,467
543265,732
544092,838
543184,4787
543278,747
544592,4935
543372,719
539495,3331
536620,3992
538859,2313
537447,4145
540524,4493
544800,1935
538488,2239
539713,4376
541417,2548
539080,3277
C543837,3799
536381,3
C537600,3094
545162,3929
543118,4776
538126,4136
538046,2220
C544669,3885
C540156,382
544068,836
540455,4436
543246,4766
543825,1867
541525,505
541120,1525
542379,3602
544411,3858
544464,830
545319,964
536527,4050
536560,62
C537314,1154
C541245,2568
C540367,2429
536538,3020
540178,380
539196,2340
544670,2915
538053,3123
C540854,3517
541872,3580
544102,851
538877,1226
544823,925
545222,972
541992,2601
536746,2085
544209,3880
540479,411
538935,2261
539649,2383
538714,2298
544938,921
539653,3379
542411,3663
538064,4115
C539608,4335
543979,788
C538164,143
542784,1686
545025,2940
540689,3497
540604,2466
537007,3042
C540780,435
537743,1230
544153,2838
537425,1133
544085,1835
544440,4944
542147,1656
542926,687
540020,1449
538722,2299
538240,3248
536837,20
544846,3938
537385,172
543292,1811
C543917,1843
C538876,3274
542412,4643
544816,4925
545103,3917
544778,3925
C542643,4744
542578,3641
539580,4349
537593,90
538529,243
545062,931
544693,2958
545332,4987
540516,2446
542111,4671
544602,885
544838,3916
537214,1127
539828,1370
543257,4779
541839,554
C538718,4247
539987,3395
542891,631
543735,1838
540359,2451
C543757,2787
538094,4213
544773,878
542238,4639
543839,813
C543050,1762
542708,2651
540827,437
537235,3151
C544080,4867
542712,2713
543674,2809
542812,1716
538200,3224
541967,3614
542219,3618
537438,4071
536831,4075
538280,4240
539328,1299
544684,3886
537768,156
C539956,4384
543483,4802
540630,1490
C541829,1577
542058,4663
540753,1531
544203,1884
538596,4243
543051,689
C544828,1958
543975,832
543054,1768
544769,2917
543518,781
543816,4862
541263,516
C543307,1797
537874,1186
539280,3337
539604,3343
541607,551
543190,2741
539219,3322
544181,4884
539990,3396
537312,4160
542096,4604
542728,4733
540672,2513
536380,3018
539211,1334
542430,4644
540011,399
544082,1875
537249,4047
542928,4772
545013,905
C539830,3388
543248,4778
C539606,2372
541648,2563
537967,4195
543367,703
C540790,3484
539303,3266
542125,4638
539636,341
539494,1378
544286,1861
544944,1988
545340,2003
C543368,2760
542114,1588
543738,2822
543256,3715
544305,3868
C538109,4214
541130,2526
537484,3113
537387,1157
540548,1476
537142,2068
C537821,3139
C538882,4315
C538794,1311
C540385,1422
538658,267
544200,2829
542344,4687
C540527,445
541113,498
537882,1118
538183,3234
537833,3164
C538084,1120
543187,1763
544789,1927
538843,4311
544393,869
542398,2627
537019,15
545157,935
542564,3659
536393,2006
537822,3140
539445,1389
C540394,2462
544201,2839
536565,3986
540005,4393
542618,4661
538032,120
C540381,386
538153,207
537442,1134
537397,3153
538522,3281
542381,4690
536464,25
536577,63
539564,1335
541522,1542
538037,2185
545061,3961
536384,23
C543789,2813
545220,3944
C542138,4627
C544420,4917
C538717,2348
C542271,2620
C542424,3672
537810,4132
538864,4312
543177,3704
538360,4137
537470,198
545023,898
536791,99
542363,4666
539331,335
538072,1097
542006,3615
545295,4998
540560,462
536407,1008
540015,3413
541686,3566
543477,2782
C544553,2887
544692,1911
537664,2147
539581,2334
540955,2487
544648,2950
539980,370
537888,1167
539463,3376
536559,2079
C541572,3584
539750,1408
538707,3302
537896,3141
536591,3979
544724,1965
539405,278
541842,2574
539676,3358
C540652,4495
543546,4826
544649,2934
540098,1441
536739,3068
543813,802
536549,1030
540040,1420
541249,3520
540824,425
544161,3810
544697,3923
C544577,2933
C538725,4290
540698,4471
541696,4590
543462,743
C539574,2406
C544047,3823
540159,426
542227,1614
542546,1694
543820,3829
540153,4419
C539569,2370
544336,2884
537648,3136
C542740,669
C542951,1689
C543643,1805
C539566,2396
538181,208
542506,1693
540148,2469
C541959,4636
538641,227
545316,2986
538160,2174
539000,2262
545324,3974
536733,4044
539716,1368
541108,2518
538901,3345
539633,4367
544595,1933
545078,2989
543453,4821
541574,3577
C540791,1513
542572,2682
543549,2766
536994,14
536502,3013
536861,4058
540695,4457
542989,688
536693,2084
541832,3592
544912,897
C543627,4848
537332,2095
540521,4482
543523,744
536575,2020
537653,4110
542141,565
544343,821
538260,223
544796,1967
536530,2106
538355,2238
C538686,2255
541611,2582
C543663,2785
537053,2190
541602,2544
539472,3355
C543750,4813
C540388,409
537879,3218
538715,3272
538132,3222
542598,4700
538655,3285
540986,3523
544076,820
C537232,2178
542563,3664
543824,3840
540501,4449
543262,3733
C540006,1439
543398,1813
C544049,1889
541712,2554
C543767,4815
541280,535
544434,857
536616,2022
542632,2650
543193,726
538593,213
C539058,288
543591,4825
541675,1560
545158,4992
538159,2154
538156,1215
540679,3462
545289,3967
540782,1512
538192,3149
540268,4401
542265,1667
543132,713
536990,3073
537890,117
544675,1943
545035,2932
538353,3210
543852,814
538055,2151
545290,3965
540777,415
C544417,1864
538144,1213
C536829,1044
539458,1304
543332,2745
536592,4022
543097,2739
C536379,995
545331,3946
536742,2011
542239,1690
537688,176
542237,2626
538635,215
C539191,2317
C542427,1670
541511,3527
544942,922
537236,1083
541370,2578
543167,4793
544340,4914
538000,1145
541005,2532
542130,3600
C542244,561
541962,3625
543618,4847
C539302,264
538827,1329
542614,3705
544062,835
542275,1615
C540814,3463
538371,3249
537617,4108
540160,1469
545398,2992
541846,4592
543280,694
C540112,1458
538719,2256
538801,4291
C537677,3096
537394,185
542887,3709
541679,2552
536633,3027
542629,2703
544642,1953
C541786,3569
540681,4456
542641,683
540982,3510
540509,4466
542414,1708
C544413,1920
544484,1951
539637,3332
C544057,819
538038,1209
538313,2252
545050,3959
545304,3973
541785,4622
C538699,297
539330,1398
543555,3762
541709,3591
540415,1455
C543628,3767
540059,1433
540456,1436
538378,3269
540458,3467
540014,2440
538106,4156
C539438,1388
541886,4634
543123,4726
543106,708
536862,1003
536574,2046
538652,216
538862,2229
538409,1305
536823,2064
541843,4646
544304,4912
C541861,2599
541678,3552
540183,4399
542420,3622
C544458,873
539212,326
540397,3437
542536,3656
C542792,1757
539089,2306
C541650,507
538653,1222
538783,4274
C541710,553
C538887,3257
545087,947
537766,3117
539004,3319
538854,3213
540120,381
537620,1160
543590,2821
538250,3208
544320,3805
541124,4552
542859,4737
538397,1267
539254,4265
539865,4387
542320,569
544650,1973
540364,3419
544323,3816
536569,1040
C537383,1109
542611,1675
544667,1964
C536978,3086
C538372,1220
540547,1464
540536,2439
543653,4810
538634,1336
C543445,1786
542429,2614
543747,2823
545127,2954
536400,3033
544208,3847
537032,2042
542591,2622
537224,107
544887,955
540992,3488
539594,296
543394,742
544821,901
545012,2945
C538650,2243
540469,3468
541565,4606
538968,299
541270,4585
542267,4657
536769,3070
C538059,1147
536975,3072
536989,84
537791,1117
541112,492
540348,1444
545312,4999
541840,1596
536599,2060
C541092,3476
543599,790
542408,3654
543989,4881
537878,2125
537981,3120
543587,1814
537008,1080
C539195,4280
536585,2080
539762,2400
538533,2211
545229,2982
537255,3060
537029,3074
543602,2776
538311,3177
540245,4444
C541817,4618
541427,1530
537375,3181
539500,3365
C539576,2345
C539003,2350
540003,3426
542621,3660
538945,4277
543788,4872
541497,1571
543985,833
536524,3019
537755,3198
538594,4286
542894,4750
540452,2474
539957,2414
539299,1386
540113,1442
543202,1746
540528,2502
540906,4520
539590,339
541516,3537
543537,2751
544654,2902
542214,1612
538902,261
542113,3599
C538703,2280
541974,2632
543782,3796
543650,4849
540073,1440
539754,2407
C540852,4489
542883,671
537139,1034
543271,4756
536999,1006
C538726,1244
C541735,4571
539288,315
C542273,3628
538992,4339
541676,4589
541655,522
C538595,1325
545233,2998
C542400,3653
539663,4368
543260,3695
545318,3970
545083,3962
543281,4799
544426,882
540552,4450
537350,109
544337,2859
542904,4696
543629,2784
544470,2899
545028,3936
539464,355
543594,1802
543243,3748
C537763,4088
544886,902
543006,1705
C541492,2550
538845,4275
C543785,4855
542990,1704
537635,93
C544558,876
540170,1451
540407,3456
541876,1605
536614,3035
544180,1897
543451,3761
C543039,4740
537754,1247
545276,1982
540387,4406
539327,308
538537,2294
537765,4191
C540347,4402
541439,4545
540185,2435
543397,4790
538855,1290
C538723,1328
545015,2946
545052,2993
542746,3685
544067,4866
544431,4880
540373,396
538127,1237
544214,3804
537440,4104
542785,647
545344,969
538504,1174
539313,277
539992,354
539215,3350
C539467,3363
539760,368
538379,4229
540273,2450
544457,3892
C545329,4989
C540151,400
543399,3764
536732,33
537463,4163
539502,359
544637,907
539092,2316
540351,1473
540674,3496
540797,436
545238,2990
537659,3115
541569,3564
537212,4064
C541831,4584
536834,1046
C539983,1416
542534,4659
536630,3022
538649,1326
537456,2165
